EmployeeID,AttritionProbability,RiskLevel,TopRiskFactors,RecommendedRetentionAction
1587,0.4413,Medium,Stock Option Level; Environment Satisfaction; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1588,0.1602,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1590,0.1572,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1591,0.1408,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1592,0.0624,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1594,0.1996,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1595,0.0461,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1596,0.1494,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1597,0.2078,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1598,0.0598,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1599,0.1183,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1601,0.1012,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1602,0.2915,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1604,0.9514,High,Manager Stability Score; Burnout Risk Index; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1605,0.6114,Medium,Burnout Risk Index; Stock Option Level; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1606,0.1,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1607,0.0314,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1608,0.0547,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1609,0.1614,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1611,0.6062,Medium,Burnout Risk Index; Stock Option Level; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1612,0.2868,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1613,0.6138,Medium,Num Companies Worked; Stock Option Level; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1614,0.2267,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1615,0.1082,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1617,0.1801,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1618,0.049,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1619,0.2483,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1621,0.1432,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1622,0.4362,Medium,Manager Stability Score; Burnout Risk Index; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1623,0.1774,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1624,0.937,High,Monthly Income; Work Life Balance; Manager Stability Score,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1625,0.0282,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1627,0.0498,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1628,0.0608,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1630,0.0175,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1631,0.1024,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1633,0.4047,Medium,Burnout Risk Index; Stock Option Level; Promotion Delay Risk,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1635,0.0603,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1638,0.1198,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1639,0.7113,High,Num Companies Worked; Manager Stability Score; Stock Option Level,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1640,0.238,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1641,0.3944,Medium,Burnout Risk Index; Stock Option Level; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1642,0.4009,Medium,Environment Satisfaction; Stock Option Level; Hourly Rate,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1644,0.0408,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1645,0.946,High,Burnout Risk Index; Job Involvement; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1646,0.4516,Medium,Stock Option Level; Overtime Risk Score; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1647,0.3255,Medium,Num Companies Worked; Satisfaction Composite Score; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1648,0.1465,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1649,0.905,High,Burnout Risk Index; Monthly Income; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1650,0.4593,Medium,Num Companies Worked; Stock Option Level; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1651,0.1242,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1653,0.0321,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1654,0.1764,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1655,0.0391,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1656,0.0982,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1657,0.6157,Medium,Total Working Years; Stock Option Level; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1658,0.0412,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1659,0.3515,Medium,Satisfaction Composite Score; Monthly Income; Stock Option Level,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1661,0.0632,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1662,0.0312,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1664,0.1819,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1665,0.0396,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1666,0.0624,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1667,0.4026,Medium,Work Life Balance; Stock Option Level; Relationship Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1668,0.0229,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1669,0.3607,Medium,Burnout Risk Index; Environment Satisfaction; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1670,0.0617,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1671,0.0316,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1673,0.1564,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1674,0.312,Medium,Burnout Risk Index; Overtime Risk Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1675,0.2597,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1676,0.0616,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1677,0.0428,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1678,0.3538,Medium,Burnout Risk Index; Stock Option Level; Job Role Sales Executive,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1680,0.7356,High,Stock Option Level; Total Working Years; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1681,0.0927,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1682,0.2692,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1683,0.1135,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1684,0.7955,High,Burnout Risk Index; Stock Option Level; Relationship Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1687,0.1564,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1689,0.1402,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1691,0.2454,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1692,0.862,High,Manager Stability Score; Total Working Years; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1693,0.0547,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1694,0.1789,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1696,0.0863,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1697,0.0292,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1698,0.1382,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1700,0.1563,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1701,0.0944,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1702,0.3023,Medium,Monthly Income; Age; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1703,0.0364,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1704,0.1034,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1706,0.1701,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1707,0.026,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1708,0.118,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1709,0.2886,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1710,0.2484,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1712,0.0136,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1714,0.9319,High,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1716,0.8759,High,Burnout Risk Index; Job Involvement; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1718,0.3392,Medium,Work Life Balance; Monthly Income; Job Involvement,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1719,0.118,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1720,0.5174,Medium,Num Companies Worked; Burnout Risk Index; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1721,0.2226,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1722,0.0986,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1724,0.4393,Medium,Manager Stability Score; Burnout Risk Index; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1725,0.2483,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1727,0.2042,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1728,0.0348,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1729,0.0378,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1731,0.1258,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1732,0.3707,Medium,Burnout Risk Index; Job Role Sales Executive; Department Research & Development,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1733,0.5202,Medium,Burnout Risk Index; Num Companies Worked; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1734,0.9061,High,Job Involvement; Environment Satisfaction; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1735,0.6179,Medium,Burnout Risk Index; Stock Option Level; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1736,0.287,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1737,0.0297,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1739,0.4326,Medium,Burnout Risk Index; Job Involvement; Department Research & Development,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1740,0.3154,Medium,Stock Option Level; Years Since Last Promotion; Satisfaction Composite Score,Conduct career development roadmap meeting; define clear progression milestones and promotion timeline.
1744,0.1642,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1745,0.054,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1746,0.1473,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1747,0.8394,High,Num Companies Worked; Monthly Income; Training Times Last Year,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1749,0.1132,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1751,0.1298,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1752,0.8569,High,Job Involvement; Total Working Years; Stock Option Level,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1753,0.2537,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1754,0.2114,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1755,0.0183,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1756,0.1335,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1757,0.0714,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1758,0.9315,High,Burnout Risk Index; Manager Stability Score; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1760,0.2518,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1761,0.814,High,Manager Stability Score; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1762,0.3697,Medium,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1763,0.0568,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1764,0.0421,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1766,0.2575,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1767,0.8824,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1768,0.336,Medium,Num Companies Worked; Satisfaction Composite Score; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1770,0.2027,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1771,0.0544,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1772,0.2129,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1774,0.0319,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1775,0.1856,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1778,0.0259,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1779,0.5002,Medium,Job Involvement; Num Companies Worked; Stock Option Level,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1780,0.8967,High,Manager Stability Score; Stock Option Level; Total Working Years,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1782,0.0806,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1783,0.9413,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1784,0.243,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1786,0.0536,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1787,0.2269,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1789,0.1514,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1790,0.256,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1792,0.6222,Medium,Burnout Risk Index; Monthly Income; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1794,0.1792,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1797,0.7843,High,Burnout Risk Index; Stock Option Level; Promotion Delay Risk,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1798,0.053,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1799,0.0351,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1800,0.1507,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1801,0.3394,Medium,Num Companies Worked; Stock Option Level; Department Research & Development,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1802,0.1071,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1803,0.2379,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1804,0.0106,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1805,0.1229,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1807,0.2873,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1809,0.555,Medium,Burnout Risk Index; Stock Option Level; Daily Rate,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1812,0.1282,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1813,0.0787,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1814,0.5918,Medium,Burnout Risk Index; Stock Option Level; Relationship Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1815,0.0624,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1816,0.5142,Medium,Num Companies Worked; Satisfaction Composite Score; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1818,0.6181,Medium,Burnout Risk Index; Stock Option Level; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1821,0.5233,Medium,Work Life Balance; Age; Years Since Last Promotion,Conduct career development roadmap meeting; define clear progression milestones and promotion timeline.
1822,0.0182,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1823,0.0711,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1824,0.0694,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1826,0.1268,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1827,0.075,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1829,0.1443,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1830,0.0394,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1833,0.3379,Medium,Satisfaction Composite Score; Environment Satisfaction; Department Research & Development,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1834,0.0293,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1835,0.2019,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1836,0.2666,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1837,0.2513,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1839,0.5704,Medium,Manager Stability Score; Stock Option Level; Total Working Years,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1842,0.7453,High,Manager Stability Score; Total Working Years; Stock Option Level,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1844,0.956,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1845,0.1104,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1847,0.1008,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1849,0.1953,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1850,0.4586,Medium,Burnout Risk Index; Monthly Income; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1852,0.1486,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1853,0.3513,Medium,Num Companies Worked; Stock Option Level; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1854,0.0272,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1856,0.2744,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1857,0.1489,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1858,0.1304,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1859,0.2149,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1860,0.0883,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1862,0.9435,High,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1863,0.0736,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1864,0.2751,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1865,0.7477,High,Manager Stability Score; Total Working Years; Age,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1866,0.0782,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1867,0.1458,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1868,0.9684,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1869,0.4543,Medium,Num Companies Worked; Department Research & Development; Job Role Sales Executive,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1870,0.101,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1871,0.0558,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1873,0.0733,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1875,0.3978,Medium,Manager Stability Score; Total Working Years; Age,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
1876,0.8751,High,Monthly Income; Manager Stability Score; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1878,0.9524,High,Burnout Risk Index; Manager Stability Score; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1880,0.2727,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1881,0.2157,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1882,0.3066,Medium,Manager Stability Score; Department Research & Development; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1883,0.2548,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1885,0.1455,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1886,0.2944,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1888,0.0413,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1890,0.1099,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1892,0.0894,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1893,0.6689,Medium,Burnout Risk Index; Manager Stability Score; Total Working Years,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1898,0.2172,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1900,0.0269,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1903,0.0122,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1905,0.8419,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1907,0.6736,Medium,Manager Stability Score; Environment Satisfaction; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1908,0.3674,Medium,Burnout Risk Index; Department Research & Development; Daily Rate,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1909,0.2015,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1911,0.0909,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1912,0.1224,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1915,0.4292,Medium,Burnout Risk Index; Stock Option Level; Department Research & Development,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1916,0.3769,Medium,Num Companies Worked; Training Times Last Year; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1918,0.1284,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1922,0.0943,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1924,0.2184,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1927,0.4818,Medium,Burnout Risk Index; Department Research & Development; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1928,0.9756,High,Monthly Income; Burnout Risk Index; Manager Stability Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1929,0.4808,Medium,Job Involvement; Environment Satisfaction; Num Companies Worked,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1931,0.0606,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1932,0.2968,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1933,0.8949,High,Burnout Risk Index; Stock Option Level; Training Times Last Year,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1934,0.0462,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1935,0.1428,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1936,0.2329,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1937,0.1412,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1938,0.1993,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1939,0.8226,High,Stock Option Level; Satisfaction Composite Score; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1940,0.0208,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1941,0.1087,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1943,0.1063,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1944,0.9314,High,Manager Stability Score; Stock Option Level; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1945,0.1954,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1947,0.0346,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1948,0.106,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1949,0.1329,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1950,0.409,Medium,Manager Stability Score; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1951,0.0992,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1952,0.1488,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1954,0.0627,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1955,0.1435,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1956,0.3569,Medium,Stock Option Level; Job Involvement; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1960,0.6583,Medium,Num Companies Worked; Age; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
